================================================================================
DiZO PROFILING SUMMARY - facebook/opt-6.7b
================================================================================

Model: facebook/opt-6.7b
Task: SST2
Batch Size: 4
Steps: 10

--- CPU Time (sorted by total time) ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       cudaLaunchKernel         0.48%     829.076ms         0.48%     829.076ms       3.703us     227.060ms         0.22%     229.249ms       1.024us           0 b           0 b           0 b           0 b        223917            --  
                                        zo_perturb_+eps         0.00%       0.000us         0.00%       0.000us       0.000us     460.281ms         0.44%     460.281ms      46.028ms           0 b           0 b           0 b           0 b            10            --  
                               TorchDynamo Cache Lookup         0.00%       3.267ms         0.00%       3.267ms     116.679us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            28            --  
                                                 detach         0.00%       7.012ms         0.00%       7.012ms       0.753us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          9312            --  
                                         prims::view_of         0.28%     478.397ms         0.36%     619.237ms      17.261us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b         35874            --  
                                             aten::set_         0.49%     849.976ms         0.53%     921.462ms       5.488us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b        167920            --  
                                        aten::embedding         0.01%      17.770ms         0.02%      42.191ms     468.789us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            90            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 173.364s
Self CUDA time total: 105.443s
