step,baseline_loss,flat_buffer_loss,loss_diff,baseline_grad,flat_buffer_grad,grad_diff
256,5.44531250,5.44531250,0.00000000e+00,-121.06250000,-123.06250000,2.00000000e+00
257,7.73437500,7.73828125,3.90625000e-03,-130.87500000,-128.87500000,2.00000000e+00
258,5.94140625,5.95312500,1.17187500e-02,3.90625000,3.90625000,0.00000000e+00
259,6.48828125,6.50781250,1.95312500e-02,-134.75000000,-128.87500000,5.87500000e+00
260,7.24218750,7.25000000,7.81250000e-03,-203.12500000,-199.25000000,3.87500000e+00
261,4.89062500,4.89062500,0.00000000e+00,-130.87500000,-130.87500000,0.00000000e+00
262,6.00000000,5.99218750,7.81250000e-03,-293.00000000,-306.75000000,1.37500000e+01
263,6.85937500,6.86718750,7.81250000e-03,105.43750000,109.37500000,3.93750000e+00
264,6.19140625,6.19531250,3.90625000e-03,-240.25000000,-242.12500000,1.87500000e+00
265,7.68750000,7.68750000,0.00000000e+00,187.50000000,183.62500000,3.87500000e+00
266,4.62500000,4.62500000,0.00000000e+00,42.96875000,52.71875000,9.75000000e+00
267,4.61718750,4.61328125,3.90625000e-03,216.75000000,212.87500000,3.87500000e+00
268,5.98437500,5.99218750,7.81250000e-03,152.37500000,156.25000000,3.87500000e+00
269,6.36328125,6.36718750,3.90625000e-03,-377.00000000,-377.00000000,0.00000000e+00
270,5.28906250,5.30859375,1.95312500e-02,-171.87500000,-164.00000000,7.87500000e+00
271,3.94140625,3.94531250,3.90625000e-03,-50.78125000,-46.87500000,3.90625000e+00
272,6.82031250,6.81640625,3.90625000e-03,50.78125000,54.68750000,3.90625000e+00
273,6.14062500,6.14843750,7.81250000e-03,154.25000000,156.25000000,2.00000000e+00
274,5.89843750,5.89843750,0.00000000e+00,-117.18750000,-121.06250000,3.87500000e+00
275,5.23046875,5.22656250,3.90625000e-03,-220.75000000,-230.50000000,9.75000000e+00
276,9.12500000,9.14062500,1.56250000e-02,-441.50000000,-429.75000000,1.17500000e+01
277,7.53906250,7.54296875,3.90625000e-03,27.34375000,29.29687500,1.95312500e+00
278,4.76562500,4.75000000,1.56250000e-02,50.78125000,42.96875000,7.81250000e+00
279,3.58593750,3.60156250,1.56250000e-02,-169.87500000,-171.87500000,2.00000000e+00
280,5.76953125,5.77343750,3.90625000e-03,554.50000000,552.50000000,2.00000000e+00
281,5.20312500,5.20312500,0.00000000e+00,-183.62500000,-183.62500000,0.00000000e+00
282,6.87500000,6.89062500,1.56250000e-02,-134.75000000,-132.75000000,2.00000000e+00
283,7.21093750,7.19921875,1.17187500e-02,353.50000000,341.75000000,1.17500000e+01
284,6.79687500,6.81250000,1.56250000e-02,312.50000000,332.00000000,1.95000000e+01
285,5.81250000,5.82421875,1.17187500e-02,-85.93750000,-85.93750000,0.00000000e+00
286,6.22656250,6.21093750,1.56250000e-02,-253.87500000,-252.00000000,1.87500000e+00
287,4.47265625,4.46875000,3.90625000e-03,-306.75000000,-316.50000000,9.75000000e+00
288,7.45312500,7.45312500,0.00000000e+00,-117.18750000,-117.18750000,0.00000000e+00
289,6.33593750,6.34375000,7.81250000e-03,166.00000000,166.00000000,0.00000000e+00
290,7.71484375,7.68750000,2.73437500e-02,117.18750000,101.56250000,1.56250000e+01
291,4.90625000,4.92187500,1.56250000e-02,232.37500000,230.50000000,1.87500000e+00
292,5.77343750,5.78125000,7.81250000e-03,54.68750000,62.50000000,7.81250000e+00
293,6.07421875,6.09375000,1.95312500e-02,-216.75000000,-222.62500000,5.87500000e+00
294,4.90625000,4.91406250,7.81250000e-03,187.50000000,189.50000000,2.00000000e+00
295,6.41015625,6.41406250,3.90625000e-03,-33.18750000,-35.15625000,1.96875000e+00
296,7.17187500,7.19140625,1.95312500e-02,115.25000000,117.18750000,1.93750000e+00
297,7.07031250,7.06640625,3.90625000e-03,37.09375000,37.09375000,0.00000000e+00
298,5.16796875,5.15234375,1.56250000e-02,-298.75000000,-310.50000000,1.17500000e+01
299,6.38671875,6.38281250,3.90625000e-03,-179.62500000,-168.00000000,1.16250000e+01
300,4.30078125,4.29296875,7.81250000e-03,220.75000000,217.75000000,3.00000000e+00
301,5.48437500,5.49218750,7.81250000e-03,400.50000000,414.00000000,1.35000000e+01
302,5.72656250,5.74218750,1.56250000e-02,-382.75000000,-367.25000000,1.55000000e+01
303,5.20312500,5.19531250,7.81250000e-03,171.87500000,175.75000000,3.87500000e+00
304,4.36328125,4.35937500,3.90625000e-03,19.53125000,15.62500000,3.90625000e+00
